accx,accy,accz,gyrx,gyry,gyrz,qw,qx,qy,qz,qyaw,qpitch,qroll,yaw,pitch,roll,gravaccx,gravaccy,gravaccz,counter
-0.18,1.01,-0.42,10.50,4.46,-2.99,0.53,0.82,0.13,0.18,24.27,-8.63,111.72,16.76,-8.63,111.72,0.74,1.16,-0.05,312808,1721297241.8078637
-0.16,0.96,-0.50,6.90,2.87,-2.87,0.53,0.82,0.13,0.18,24.13,-8.59,112.48,16.62,-8.59,112.48,0.76,1.11,-0.13,312809,1721297241.8158395
-0.24,1.08,-0.38,-7.93,-1.53,1.71,0.53,0.82,0.13,0.18,24.22,-9.00,111.98,16.71,-9.00,111.98,0.68,1.24,-0.01,312810,1721297241.8248196
-0.11,1.00,-0.44,6.29,3.30,-2.75,0.53,0.82,0.13,0.18,24.14,-8.59,112.30,16.63,-8.59,112.30,0.80,1.15,-0.07,312811,1721297241.8343084
-0.20,0.98,-0.43,-3.85,-0.61,0.06,0.53,0.82,0.13,0.18,24.11,-8.84,112.47,16.60,-8.84,112.47,0.72,1.13,-0.05,312812,1721297241.8462787
-0.23,1.03,-0.37,-8.42,-1.65,1.59,0.53,0.82,0.13,0.18,24.19,-9.21,112.04,16.68,-9.21,112.04,0.69,1.19,-0.00,312813,1721297241.8552516
-0.24,1.03,-0.45,3.97,1.95,-1.83,0.53,0.82,0.13,0.18,24.14,-9.57,112.26,16.63,-9.57,112.26,0.67,1.20,-0.07,312814,1721297241.860238
-0.18,1.03,-0.50,1.77,1.89,-0.24,0.53,0.82,0.13,0.18,24.04,-9.47,112.75,16.53,-9.47,112.75,0.73,1.19,-0.12,312815,1721297241.8692183
-0.22,1.01,-0.37,-8.79,-1.34,1.95,0.53,0.82,0.13,0.18,24.12,-9.70,112.33,16.61,-9.70,112.33,0.69,1.18,0.01,312816,1721297241.8871663
-0.17,1.01,-0.44,5.98,4.15,-0.92,0.53,0.82,0.13,0.18,24.04,-9.54,112.58,16.53,-9.54,112.58,0.74,1.18,-0.06,312817,1721297241.889161
-0.24,0.93,-0.39,-6.23,-0.12,2.26,0.53,0.82,0.13,0.19,24.05,-10.05,112.57,16.54,-10.05,112.57,0.67,1.11,-0.02,312818,1721297241.8981366
-0.23,0.97,-0.31,-2.26,1.16,1.83,0.53,0.82,0.12,0.19,24.16,-10.41,111.89,16.65,-10.41,111.89,0.68,1.15,0.06,312819,1721297241.9051206
-0.17,0.93,-0.46,5.19,3.72,0.12,0.53,0.82,0.12,0.19,24.03,-10.25,112.49,16.52,-10.25,112.49,0.74,1.11,-0.08,312820,1721297241.9170957
-0.21,0.94,-0.34,-11.72,-2.38,3.60,0.53,0.82,0.12,0.19,24.13,-10.47,112.03,16.62,-10.47,112.03,0.70,1.12,0.03,312821,1721297241.9230762
-0.15,0.89,-0.37,-2.44,1.10,1.53,0.53,0.82,0.12,0.19,24.11,-10.22,112.09,16.60,-10.22,112.09,0.76,1.07,0.00,312822,1721297241.9335616
-0.25,0.95,-0.40,-3.36,0.61,2.32,0.53,0.82,0.12,0.19,24.10,-10.64,112.12,16.59,-10.64,112.12,0.66,1.13,-0.02,312823,1721297241.9405432
-0.15,0.97,-0.30,-4.76,0.24,2.14,0.53,0.82,0.12,0.19,24.20,-10.38,111.54,16.69,-10.38,111.54,0.76,1.15,0.06,312824,1721297241.9495203
-0.17,0.89,-0.40,2.93,2.50,-0.12,0.53,0.82,0.12,0.19,24.12,-10.27,111.91,16.61,-10.27,111.91,0.75,1.07,-0.03,312825,1721297241.9574986
-0.14,0.92,-0.37,-2.81,0.61,1.34,0.53,0.82,0.12,0.19,24.11,-9.99,111.92,16.60,-9.99,111.92,0.77,1.09,-0.01,312826,1721297241.9664745
-0.18,0.88,-0.31,-5.49,-0.06,1.22,0.53,0.82,0.12,0.19,24.18,-10.15,111.52,16.67,-10.15,111.52,0.73,1.06,0.05,312827,1721297241.9814348
-0.21,0.88,-0.41,4.64,3.23,-0.12,0.53,0.82,0.12,0.19,24.05,-10.48,112.12,16.54,-10.48,112.12,0.70,1.06,-0.04,312828,1721297241.9854255
-0.10,0.92,-0.31,-7.69,-0.92,2.44,0.53,0.82,0.13,0.19,24.15,-9.86,111.58,16.64,-9.86,111.58,0.81,1.09,0.05,312829,1721297241.9953966
-0.17,0.87,-0.38,0.79,1.71,0.06,0.53,0.82,0.12,0.19,24.10,-9.91,111.81,16.59,-9.91,111.81,0.74,1.05,-0.01,312830,1721297242.0033753
-0.15,0.95,-0.36,-3.91,0.73,1.71,0.53,0.82,0.13,0.19,24.11,-9.67,111.67,16.60,-9.67,111.67,0.77,1.11,0.00,312831,1721297242.0133505
-0.19,0.93,-0.32,-8.42,-1.22,2.08,0.54,0.81,0.12,0.19,24.18,-9.86,111.28,16.67,-9.86,111.28,0.72,1.10,0.03,312832,1721297242.0213308
-0.15,0.91,-0.42,7.32,4.46,-0.73,0.53,0.82,0.13,0.18,24.08,-9.68,111.77,16.57,-9.68,111.77,0.77,1.08,-0.05,312833,1721297242.029309
-0.14,0.94,-0.34,-10.19,-1.53,3.36,0.53,0.81,0.13,0.18,24.14,-9.43,111.42,16.63,-9.43,111.42,0.78,1.10,0.02,312834,1721297242.0397954
-0.11,0.94,-0.35,-0.79,2.01,1.34,0.54,0.81,0.13,0.18,24.15,-8.98,111.27,16.64,-8.98,111.27,0.81,1.09,0.01,312835,1721297242.0477753
-0.11,0.88,-0.38,-1.65,1.22,1.28,0.54,0.82,0.13,0.18,24.10,-8.68,111.55,16.59,-8.68,111.55,0.80,1.03,-0.02,312836,1721297242.05675
-0.13,0.92,-0.35,-1.95,2.01,2.32,0.54,0.81,0.13,0.18,24.11,-8.51,111.44,16.60,-8.51,111.44,0.79,1.06,0.01,312837,1721297242.0687234
-0.09,0.89,-0.37,2.62,3.23,0.98,0.54,0.82,0.13,0.17,24.05,-8.05,111.66,16.54,-8.05,111.66,0.83,1.03,-0.01,312838,1721297242.0776937
-0.14,0.93,-0.32,-5.55,0.00,2.01,0.54,0.81,0.13,0.17,24.11,-8.04,111.25,16.60,-8.04,111.25,0.78,1.07,0.04,312839,1721297242.084676
-0.13,0.92,-0.36,2.32,2.20,0.00,0.54,0.81,0.13,0.17,24.08,-7.97,111.31,16.57,-7.97,111.31,0.79,1.06,-0.00,312840,1721297242.0936515
-0.07,0.90,-0.41,0.37,1.65,0.85,0.54,0.82,0.14,0.17,24.01,-7.43,111.76,16.50,-7.43,111.76,0.85,1.03,-0.04,312841,1721297242.1086116
-0.11,0.94,-0.36,-1.10,0.85,1.40,0.54,0.82,0.14,0.17,24.02,-7.31,111.67,16.51,-7.31,111.67,0.81,1.07,0.00,312842,1721297242.1116037
-0.08,0.87,-0.38,0.31,1.89,0.43,0.54,0.82,0.14,0.17,23.98,-6.96,111.91,16.47,-6.96,111.91,0.84,0.99,-0.01,312843,1721297242.1205854
-0.13,0.91,-0.43,1.22,1.22,0.37,0.53,0.82,0.14,0.16,23.91,-7.04,112.38,16.40,-7.04,112.38,0.78,1.03,-0.05,312844,1721297242.1340618
-0.12,0.91,-0.31,-11.60,-3.36,2.75,0.54,0.82,0.14,0.17,24.00,-7.04,111.85,16.49,-7.04,111.85,0.80,1.03,0.06,312845,1721297242.1420417
-0.15,0.97,-0.34,3.11,1.34,-1.77,0.54,0.81,0.14,0.17,24.02,-7.18,111.55,16.51,-7.18,111.55,0.78,1.10,0.03,312846,1721297242.1460378
-0.11,0.91,-0.45,4.21,1.71,-1.83,0.53,0.82,0.14,0.17,23.93,-7.05,112.20,16.42,-7.05,112.20,0.81,1.04,-0.07,312847,1721297242.1550062
-0.10,0.94,-0.29,-10.74,-3.48,1.34,0.54,0.81,0.14,0.17,24.02,-6.88,111.56,16.51,-6.88,111.56,0.83,1.05,0.07,312848,1721297242.176948
-0.05,0.92,-0.40,5.49,2.38,-2.26,0.54,0.82,0.14,0.16,23.98,-6.40,111.82,16.47,-6.40,111.82,0.87,1.03,-0.03,312849,1721297242.176948
-0.16,0.92,-0.42,-2.38,-0.49,-0.61,0.54,0.82,0.14,0.16,23.94,-6.73,112.12,16.43,-6.73,112.12,0.76,1.04,-0.04,312850,1721297242.1789446
-0.14,1.01,-0.38,0.18,0.43,-1.04,0.54,0.82,0.14,0.16,23.96,-6.81,111.90,16.45,-6.81,111.90,0.78,1.13,-0.01,312851,1721297242.1889155
-0.19,0.97,-0.44,6.65,1.95,-3.05,0.53,0.82,0.14,0.17,23.89,-7.26,112.29,16.38,-7.26,112.29,0.73,1.10,-0.06,312852,1721297242.196894
-0.11,1.00,-0.44,-1.40,-0.37,-0.67,0.53,0.82,0.14,0.16,23.87,-7.04,112.48,16.36,-7.04,112.48,0.81,1.12,-0.06,312853,1721297242.2098603
-0.15,0.99,-0.38,-0.73,0.00,-0.92,0.53,0.82,0.14,0.17,23.88,-7.14,112.34,16.37,-7.14,112.34,0.77,1.12,-0.01,312854,1721297242.2128518
-0.12,1.00,-0.45,8.79,3.54,-2.81,0.53,0.82,0.14,0.16,23.81,-7.03,112.69,16.30,-7.03,112.69,0.80,1.12,-0.07,312855,1721297242.22383
-0.19,0.97,-0.44,-2.87,-0.55,-0.18,0.53,0.82,0.14,0.17,23.78,-7.44,112.92,16.27,-7.44,112.92,0.72,1.10,-0.06,312856,1721297242.237312
-0.20,0.98,-0.43,4.27,2.81,-0.43,0.53,0.82,0.13,0.17,23.74,-7.83,113.08,16.23,-7.83,113.08,0.71,1.11,-0.04,312857,1721297242.2432935
-0.12,0.90,-0.41,3.05,2.75,0.31,0.53,0.82,0.14,0.17,23.70,-7.68,113.28,16.19,-7.68,113.28,0.79,1.04,-0.02,312858,1721297242.2482853
-0.19,0.97,-0.40,2.69,2.01,0.73,0.53,0.82,0.13,0.17,23.70,-8.02,113.18,16.19,-8.02,113.18,0.72,1.11,-0.01,312859,1721297242.2562582
-0.10,0.89,-0.41,3.05,2.08,-0.43,0.52,0.82,0.13,0.17,23.66,-7.80,113.38,16.15,-7.80,113.38,0.80,1.03,-0.01,312860,1721297242.2642367
-0.18,0.96,-0.40,0.73,0.49,0.00,0.52,0.82,0.13,0.17,23.67,-8.05,113.33,16.16,-8.05,113.33,0.73,1.10,-0.01,312861,1721297242.273213
-0.17,1.02,-0.42,2.01,1.28,-1.40,0.52,0.82,0.13,0.17,23.66,-8.18,113.24,16.15,-8.18,113.24,0.74,1.16,-0.03,312862,1721297242.28219
-0.16,0.85,-0.57,8.79,3.30,-3.05,0.51,0.83,0.13,0.17,23.39,-8.28,114.95,15.88,-8.28,114.95,0.74,0.99,-0.15,312863,1721297242.29316
-0.14,0.94,-0.51,0.85,1.40,-0.12,0.51,0.83,0.13,0.17,23.31,-8.14,115.45,15.80,-8.14,115.45,0.76,1.08,-0.09,312864,1721297242.3041327
-0.20,0.96,-0.34,-8.12,-1.65,0.67,0.51,0.83,0.13,0.17,23.43,-8.53,114.62,15.92,-8.53,114.62,0.70,1.10,0.07,312865,1721297242.3151014
-0.21,0.91,-0.48,10.74,4.76,-2.62,0.51,0.83,0.13,0.17,23.33,-8.89,115.11,15.82,-8.89,115.11,0.69,1.07,-0.06,312866,1721297242.3200948
-0.16,0.93,-0.33,-9.34,-1.71,1.89,0.52,0.83,0.13,0.17,23.46,-8.91,114.32,15.95,-8.91,114.32,0.74,1.08,0.07,312867,1721297242.3280709
-0.23,0.86,-0.45,8.54,3.54,-2.26,0.51,0.83,0.13,0.18,23.36,-9.46,114.77,15.85,-9.46,114.77,0.66,1.02,-0.03,312868,1721297242.3365686
-0.21,0.86,-0.45,1.83,1.65,-0.18,0.51,0.83,0.12,0.18,23.28,-9.84,115.17,15.77,-9.84,115.17,0.68,1.03,-0.03,312869,1721297242.3495295
-0.22,0.92,-0.40,-3.11,0.67,1.59,0.51,0.83,0.12,0.18,23.32,-10.14,114.93,15.81,-10.14,114.93,0.67,1.09,0.02,312870,1721297242.3535225
-0.19,0.88,-0.47,5.07,3.48,0.06,0.51,0.83,0.12,0.18,23.22,-10.25,115.38,15.71,-10.25,115.38,0.69,1.06,-0.04,312871,1721297242.3634949
-0.18,0.96,-0.43,-3.60,0.43,2.56,0.51,0.83,0.12,0.18,23.26,-10.15,115.18,15.75,-10.15,115.18,0.71,1.13,-0.01,312872,1721297242.376456
-0.11,0.96,-0.37,-0.73,1.77,1.28,0.51,0.83,0.13,0.18,23.35,-9.60,114.61,15.84,-9.60,114.61,0.79,1.12,0.05,312873,1721297242.379453
-0.15,0.86,-0.48,5.37,3.42,-0.31,0.51,0.83,0.13,0.18,23.21,-9.50,115.28,15.70,-9.50,115.28,0.74,1.03,-0.06,312874,1721297242.390419
-0.14,0.90,-0.37,-5.55,0.37,2.93,0.51,0.83,0.13,0.18,23.30,-9.30,114.75,15.79,-9.30,114.75,0.75,1.07,0.04,312875,1721297242.3983977
-0.10,0.90,-0.43,4.64,3.48,-0.12,0.51,0.83,0.13,0.17,23.26,-8.86,114.90,15.75,-8.86,114.90,0.80,1.05,-0.02,312876,1721297242.4103653
-0.16,0.88,-0.45,5.55,3.42,-0.31,0.51,0.83,0.13,0.17,23.19,-8.88,115.22,15.68,-8.88,115.22,0.74,1.03,-0.03,312877,1721297242.41635
-0.07,0.88,-0.34,-5.62,-0.06,2.26,0.52,0.83,0.13,0.17,23.28,-8.27,114.61,15.77,-8.27,114.61,0.83,1.02,0.07,312878,1721297242.4233336
-0.17,0.89,-0.40,3.36,2.14,-0.49,0.52,0.83,0.13,0.17,23.27,-8.49,114.59,15.76,-8.49,114.59,0.73,1.04,0.01,312879,1721297242.4338226
-0.13,0.85,-0.46,4.76,2.38,-1.22,0.51,0.83,0.13,0.17,23.17,-8.38,115.14,15.66,-8.38,115.14,0.77,0.99,-0.04,312880,1721297242.4437957
-0.16,0.94,-0.38,-6.23,-1.34,1.40,0.51,0.83,0.13,0.17,23.25,-8.47,114.68,15.74,-8.47,114.68,0.74,1.08,0.03,312881,1721297242.4507773
-0.15,0.95,-0.50,7.20,3.54,-1.89,0.51,0.83,0.13,0.17,23.16,-8.39,115.10,15.65,-8.39,115.10,0.75,1.10,-0.08,312882,1721297242.4587562
-0.11,0.90,-0.46,-5.62,-0.73,1.16,0.51,0.83,0.13,0.17,23.13,-8.06,115.33,15.62,-8.06,115.33,0.79,1.05,-0.04,312883,1721297242.4697278
-0.06,0.94,-0.40,-6.71,-0.67,1.83,0.51,0.83,0.13,0.16,23.18,-7.49,114.98,15.67,-7.49,114.98,0.84,1.07,0.02,312884,1721297242.476707
-0.12,0.91,-0.39,0.12,1.53,-0.43,0.52,0.83,0.13,0.16,23.20,-7.44,114.77,15.69,-7.44,114.77,0.78,1.03,0.02,312885,1721297242.4926646
-0.12,0.91,-0.47,3.23,2.75,-0.61,0.51,0.83,0.14,0.16,23.13,-7.36,115.14,15.62,-7.36,115.14,0.77,1.04,-0.05,312886,1721297242.4936628
-0.13,0.92,-0.39,-5.80,-0.37,1.04,0.52,0.83,0.14,0.16,23.17,-7.32,114.79,15.66,-7.32,114.79,0.77,1.05,0.02,312887,1721297242.5056303
-0.15,0.97,-0.42,2.32,2.20,-0.67,0.52,0.83,0.13,0.16,23.18,-7.41,114.63,15.67,-7.41,114.63,0.75,1.10,-0.01,312888,1721297242.5166006
-0.11,0.92,-0.45,-2.20,0.31,-0.12,0.52,0.83,0.14,0.16,23.16,-7.28,114.76,15.65,-7.28,114.76,0.79,1.04,-0.03,312889,1721297242.519596
-0.14,0.93,-0.41,-2.26,0.73,0.55,0.52,0.83,0.13,0.16,23.17,-7.37,114.58,15.66,-7.37,114.58,0.76,1.06,0.00,312890,1721297242.5285714
-0.09,0.97,-0.48,3.36,2.75,-0.73,0.52,0.83,0.14,0.16,23.12,-6.99,114.82,15.61,-6.99,114.82,0.81,1.09,-0.06,312891,1721297242.5390587
-0.14,0.97,-0.42,-1.89,0.92,0.43,0.52,0.83,0.14,0.16,23.14,-7.09,114.63,15.63,-7.09,114.63,0.76,1.09,-0.01,312892,1721297242.548035
-0.10,0.95,-0.46,2.56,2.20,-1.22,0.52,0.83,0.14,0.16,23.10,-6.86,114.81,15.59,-6.86,114.81,0.80,1.07,-0.04,312893,1721297242.557012
-0.13,0.91,-0.43,-3.54,-0.31,-0.37,0.52,0.83,0.14,0.16,23.09,-6.93,114.85,15.58,-6.93,114.85,0.77,1.03,-0.02,312894,1721297242.563993
-0.12,0.94,-0.39,-0.61,1.04,-0.49,0.52,0.83,0.14,0.16,23.11,-6.90,114.58,15.60,-6.90,114.58,0.78,1.06,0.02,312895,1721297242.5819445
-0.14,0.89,-0.37,0.24,0.85,-0.98,0.52,0.83,0.14,0.16,23.13,-7.08,114.37,15.62,-7.08,114.37,0.76,1.02,0.04,312896,1721297242.5869327
-0.09,0.96,-0.39,-0.61,0.55,-1.04,0.52,0.83,0.14,0.16,23.16,-6.80,114.03,15.65,-6.80,114.03,0.82,1.08,0.02,312897,1721297242.59092
-0.10,0.88,-0.47,2.69,1.22,-2.81,0.52,0.83,0.14,0.16,23.08,-6.68,114.57,15.57,-6.68,114.57,0.80,1.00,-0.06,312898,1721297242.600893
-0.17,0.97,-0.44,-4.21,-1.04,-0.85,0.52,0.83,0.14,0.16,23.09,-7.04,114.48,15.58,-7.04,114.48,0.73,1.09,-0.03,312899,1721297242.6108673
-0.13,0.99,-0.37,-11.05,-3.54,0.18,0.52,0.83,0.14,0.16,23.19,-7.02,113.83,15.68,-7.02,113.83,0.78,1.11,0.03,312900,1721297242.6168509
-0.16,0.93,-0.47,7.93,2.50,-4.15,0.52,0.83,0.13,0.16,23.10,-7.27,114.32,15.59,-7.27,114.32,0.74,1.06,-0.07,312901,1721297242.6258328
-0.12,1.00,-0.42,-5.92,-1.34,-0.31,0.52,0.83,0.13,0.16,23.14,-7.17,114.04,15.63,-7.17,114.04,0.78,1.13,-0.01,312902,1721297242.6343236
-0.17,0.96,-0.43,0.55,0.24,-3.36,0.52,0.83,0.13,0.16,23.12,-7.42,114.07,15.61,-7.42,114.07,0.74,1.09,-0.03,312903,1721297242.6442986
-0.18,0.94,-0.56,14.89,5.43,-5.62,0.51,0.83,0.13,0.16,22.94,-7.69,115.10,15.43,-7.69,115.10,0.72,1.07,-0.14,312904,1721297242.6502817
-0.22,0.96,-0.38,-15.56,-4.82,1.95,0.52,0.83,0.13,0.17,23.05,-8.26,114.52,15.54,-8.26,114.52,0.68,1.11,0.03,312905,1721297242.6592581
-0.21,0.99,-0.44,8.54,4.21,-2.44,0.52,0.83,0.13,0.17,23.01,-8.61,114.56,15.50,-8.61,114.56,0.69,1.14,-0.03,312906,1721297242.6682339
-0.20,0.89,-0.50,5.49,2.69,-2.32,0.51,0.83,0.13,0.17,22.89,-8.98,115.21,15.38,-8.98,115.21,0.69,1.05,-0.08,312907,1721297242.684191
-0.16,1.00,-0.37,-8.54,-1.10,2.32,0.52,0.83,0.13,0.17,23.00,-8.92,114.53,15.49,-8.92,114.53,0.74,1.15,0.04,312908,1721297242.684191
-0.12,0.93,-0.45,6.23,3.78,-1.77,0.51,0.83,0.13,0.17,22.95,-8.67,114.71,15.44,-8.67,114.71,0.77,1.08,-0.03,312909,1721297242.6921692
-0.21,0.96,-0.44,-5.00,-0.67,0.43,0.51,0.83,0.13,0.17,22.95,-9.06,114.66,15.44,-9.06,114.66,0.69,1.11,-0.03,312910,1721297242.7071292
-0.16,0.96,-0.39,-9.95,-2.08,1.46,0.52,0.83,0.13,0.17,23.04,-9.01,114.19,15.53,-9.01,114.19,0.74,1.11,0.02,312911,1721297242.714112
-0.20,0.90,-0.46,6.77,3.36,-1.89,0.51,0.83,0.12,0.17,22.94,-9.30,114.65,15.43,-9.30,114.65,0.70,1.06,-0.05,312912,1721297242.7211032
-0.15,0.89,-0.43,-2.50,0.92,0.73,0.51,0.83,0.12,0.17,22.91,-9.17,114.81,15.40,-9.17,114.81,0.75,1.05,-0.02,312913,1721297242.7310705
-0.14,0.92,-0.36,-6.53,-0.98,0.67,0.52,0.83,0.12,0.17,22.99,-9.04,114.29,15.48,-9.04,114.29,0.76,1.08,0.05,312914,1721297242.7415588
-0.10,0.93,-0.39,3.17,2.20,-1.53,0.52,0.83,0.13,0.17,22.99,-8.66,114.14,15.48,-8.66,114.14,0.80,1.08,0.01,312915,1721297242.7465484
-0.22,0.88,-0.38,-6.41,-1.95,-0.37,0.52,0.83,0.12,0.17,23.03,-9.24,113.94,15.52,-9.24,113.94,0.68,1.05,0.02,312916,1721297242.755523
-0.19,0.91,-0.43,3.78,2.38,-1.53,0.52,0.83,0.12,0.18,22.98,-9.42,114.17,15.47,-9.42,114.17,0.71,1.07,-0.03,312917,1721297242.7684875
-0.20,0.89,-0.44,-2.87,-0.24,-0.24,0.51,0.83,0.12,0.18,22.94,-9.70,114.41,15.43,-9.70,114.41,0.70,1.05,-0.03,312918,1721297242.7734735
-0.15,0.94,-0.44,0.12,1.46,0.06,0.51,0.83,0.12,0.18,22.91,-9.53,114.51,15.40,-9.53,114.51,0.74,1.10,-0.03,312919,1721297242.7804544
-0.11,0.93,-0.40,-4.70,-0.24,0.79,0.52,0.83,0.12,0.17,22.94,-9.06,114.30,15.43,-9.06,114.30,0.79,1.08,0.01,312920,1721297242.78943
-0.23,0.93,-0.40,-0.73,0.61,-0.67,0.52,0.83,0.12,0.18,22.95,-9.55,114.17,15.44,-9.55,114.17,0.67,1.10,0.00,312921,1721297242.80838
-0.15,0.96,-0.39,-0.18,0.98,-0.73,0.52,0.83,0.12,0.18,22.99,-9.39,113.89,15.48,-9.39,113.89,0.75,1.13,0.01,312922,1721297242.8093767
-0.19,0.96,-0.38,-5.19,-0.85,0.31,0.52,0.83,0.12,0.18,23.04,-9.56,113.54,15.53,-9.56,113.54,0.71,1.13,0.02,312923,1721297242.8163595
-0.10,0.91,-0.51,9.16,4.33,-2.32,0.52,0.83,0.12,0.17,22.89,-9.09,114.30,15.38,-9.09,114.30,0.80,1.07,-0.10,312924,1721297242.8263354
-0.10,0.92,-0.36,-12.88,-3.05,2.44,0.52,0.83,0.13,0.17,22.99,-8.61,113.76,15.48,-8.61,113.76,0.81,1.06,0.04,312925,1721297242.8348255
-0.14,0.94,-0.42,7.45,4.33,-1.65,0.52,0.83,0.13,0.17,22.95,-8.52,113.86,15.44,-8.52,113.86,0.76,1.09,-0.02,312926,1721297242.8438017
-0.17,0.93,-0.41,-0.55,0.92,-0.55,0.52,0.83,0.13,0.17,22.94,-8.62,113.82,15.43,-8.62,113.82,0.74,1.08,-0.01,312927,1721297242.8517811
-0.18,0.96,-0.37,-2.69,0.18,-0.24,0.52,0.83,0.12,0.17,23.00,-8.82,113.43,15.49,-8.82,113.43,0.72,1.11,0.03,312928,1721297242.86674
-0.19,0.93,-0.51,5.92,2.69,-2.01,0.52,0.83,0.12,0.17,22.88,-8.98,114.09,15.37,-8.98,114.09,0.71,1.09,-0.10,312929,1721297242.8677375
-0.23,0.98,-0.45,-2.50,0.00,0.43,0.52,0.83,0.12,0.17,22.87,-9.30,114.14,15.36,-9.30,114.14,0.68,1.14,-0.05,312930,1721297242.880704
-0.12,0.91,-0.44,1.16,1.77,-0.12,0.52,0.83,0.12,0.17,22.82,-8.99,114.39,15.31,-8.99,114.39,0.78,1.07,-0.04,312931,1721297242.8876858
-0.19,0.95,-0.45,-3.78,0.43,1.53,0.52,0.83,0.12,0.17,22.80,-9.16,114.48,15.29,-9.16,114.48,0.71,1.11,-0.04,312932,1721297242.8916743
-0.10,0.94,-0.42,-7.93,-0.85,2.26,0.52,0.83,0.13,0.17,22.82,-8.67,114.36,15.31,-8.67,114.36,0.80,1.09,-0.01,312933,1721297242.9026492
-0.18,0.95,-0.39,-0.49,1.46,0.85,0.52,0.83,0.12,0.17,22.86,-8.82,114.04,15.35,-8.82,114.04,0.73,1.10,0.02,312934,1721297242.9146142
-0.16,0.95,-0.41,1.40,2.14,0.55,0.52,0.83,0.12,0.17,22.85,-8.84,113.98,15.34,-8.84,113.98,0.74,1.10,-0.01,312935,1721297242.920608
-0.07,0.86,-0.45,0.49,1.71,0.61,0.52,0.83,0.13,0.17,22.77,-8.21,114.50,15.26,-8.21,114.50,0.83,1.00,-0.04,312936,1721297242.928587
-0.15,0.96,-0.40,-4.46,-0.43,1.95,0.52,0.83,0.13,0.17,22.80,-8.17,114.27,15.29,-8.17,114.27,0.76,1.10,0.00,312937,1721297242.9370792
-0.09,0.92,-0.35,-9.46,-2.26,1.59,0.52,0.83,0.13,0.16,22.89,-7.75,113.71,15.38,-7.75,113.71,0.82,1.05,0.05,312938,1721297242.94805
-0.10,0.96,-0.44,5.25,2.56,-2.38,0.52,0.83,0.13,0.16,22.85,-7.47,113.88,15.34,-7.47,113.88,0.80,1.09,-0.04,312939,1721297242.9570286
-0.12,0.95,-0.41,-5.25,-1.40,-1.04,0.52,0.83,0.13,0.16,22.86,-7.40,113.81,15.35,-7.40,113.81,0.78,1.07,-0.01,312940,1721297242.9620125
-0.13,0.95,-0.40,-1.46,-0.12,-1.77,0.52,0.83,0.13,0.16,22.87,-7.37,113.69,15.36,-7.37,113.69,0.78,1.07,-0.00,312941,1721297242.9759767
-0.12,0.91,-0.48,1.83,0.67,-2.56,0.52,0.83,0.13,0.16,22.80,-7.34,114.12,15.29,-7.34,114.12,0.78,1.04,-0.07,312942,1721297242.9789686
-0.18,0.94,-0.38,-7.93,-2.75,-0.55,0.52,0.83,0.13,0.16,22.86,-7.73,113.78,15.35,-7.73,113.78,0.73,1.07,0.02,312943,1721297242.991933
-0.10,0.92,-0.40,-2.99,-0.92,-1.89,0.52,0.83,0.13,0.16,22.87,-7.51,113.70,15.36,-7.51,113.70,0.81,1.05,0.00,312944,1721297242.9969203
-0.20,0.96,-0.35,-5.37,-1.59,-1.34,0.53,0.82,0.13,0.17,22.94,-8.00,113.15,15.43,-8.00,113.15,0.72,1.10,0.04,312945,1721297243.0078952
-0.16,0.92,-0.37,3.66,1.77,-2.87,0.53,0.82,0.13,0.17,22.95,-8.17,112.98,15.44,-8.17,112.98,0.75,1.07,0.02,312946,1721297243.0138757
-0.14,0.84,-0.42,0.92,0.98,-1.95,0.52,0.83,0.13,0.17,22.86,-8.25,113.48,15.35,-8.25,113.48,0.76,0.99,-0.03,312947,1721297243.0228534
-0.18,0.90,-0.41,-0.92,0.85,-0.49,0.52,0.83,0.13,0.17,22.84,-8.51,113.58,15.33,-8.51,113.58,0.73,1.05,-0.01,312948,1721297243.0403183
-0.19,0.89,-0.38,-1.95,-0.06,-0.43,0.52,0.83,0.12,0.17,22.85,-8.78,113.49,15.34,-8.78,113.49,0.72,1.05,0.02,312949,1721297243.04331
-0.19,0.93,-0.41,2.14,1.65,-0.55,0.52,0.83,0.12,0.17,22.83,-9.03,113.53,15.32,-9.03,113.53,0.72,1.09,-0.01,312950,1721297243.0482967
-0.17,0.96,-0.35,-2.69,0.18,0.43,0.53,0.82,0.12,0.17,22.90,-9.12,113.05,15.39,-9.12,113.05,0.73,1.12,0.04,312951,1721297243.0592675
-0.19,0.95,-0.40,3.72,2.32,-1.04,0.53,0.82,0.12,0.18,22.88,-9.29,113.09,15.37,-9.29,113.09,0.72,1.11,-0.02,312952,1721297243.0682461
-0.12,0.88,-0.47,3.05,2.38,-0.55,0.52,0.83,0.12,0.17,22.74,-8.94,113.83,15.23,-8.94,113.83,0.78,1.04,-0.07,312953,1721297243.075227
-0.21,0.90,-0.40,-4.82,-0.37,1.34,0.52,0.83,0.12,0.17,22.74,-9.34,113.84,15.23,-9.34,113.84,0.69,1.06,-0.01,312954,1721297243.0861964
-0.17,0.91,-0.42,4.27,3.17,0.12,0.52,0.83,0.12,0.17,22.69,-9.33,114.05,15.18,-9.33,114.05,0.74,1.07,-0.02,312955,1721297243.0951717
